order_id,product_id,quantity
90279,80368,61
1731,23347,85
7351,7923,4
31112,28757,45
33188,35300,86
63458,93972,35
29140,95165,91
79498,70350,58
64298,87445,25
18920,24229,85
19779,41504,33
10275,34635,62
33711,19868,59
93546,74794,54
86088,54789,2
31720,54769,22
24799,51048,59
18749,51813,73
21088,46486,57
77523,40117,89
93746,64950,7
62484,64058,45
84755,14862,59
7053,66276,92
15949,71049,35
14715,97459,13
70938,21520,58
98216,51888,58
11154,47495,19
1764,55688,36
94683,71271,31
15043,8014,78
67144,82194,89
46423,91451,81
28944,59400,69
49608,61483,22
38914,86833,51
6310,88141,25
74151,70493,5
57746,80966,36
64753,46956,22
3003,86569,30
59643,29086,73
59590,71794,74
56054,77330,38
30462,67220,11
77050,82467,44
88105,12121,32
49309,55594,28
21438,38468,62
15365,39886,62
33351,29873,74
47982,67646,18
42379,35456,51
21471,44357,13
37339,57694,15
27722,97846,35
52089,90583,43
44110,428,85
34594,62635,12
19914,36455,78
41255,35109,77
76364,99290,29
71622,3380,38
19209,75681,89
53108,27115,84
50474,6950,22
32379,10601,75
16994,20551,32
93691,63584,79
11150,81610,90
77962,85058,62
83601,76930,42
76085,25212,78
51537,52762,82
76447,27586,79
46880,96003,27
50180,6561,64
58347,51688,25
48175,92687,70
74834,52449,67
19835,57226,75
7938,9866,56
78588,58408,22
66198,4461,47
43113,74709,13
39953,68127,82
67587,94001,95
32039,35576,75
13136,58690,90
712,67600,21
1080,27794,69
19931,6972,28
95669,17392,42
71123,12030,19
86350,12844,48
32155,35970,44
33594,16451,91
13928,89077,91
55567,96038,88
90477,86984,26
90851,41329,71
24331,23125,33
92504,99625,4
9882,44057,67
3154,17073,74
92227,23949,74
65624,51583,70
15620,87459,23
29217,95915,58
90028,6330,45
40435,34470,15
96829,18587,87
46719,25942,49
58222,13838,93
99278,42298,16
73916,5669,12
46406,25141,41
54637,65648,34
82638,41980,68
81745,94583,90
29507,41668,13
25131,21543,6
77092,52516,57
50231,42241,77
41109,25004,40
1514,57718,40
10344,98389,98
59100,42927,38
25276,36148,22
45301,81139,96
58640,78147,18
42001,1610,4
38762,1043,37
30162,99234,95
51794,64658,68
23281,47791,71
61788,53989,97
42477,714,71
61518,38418,74
80026,68828,76
54552,67951,17
9088,38908,30
79464,31987,38
32772,6841,45
18966,22531,83
35642,29217,9
74668,45913,32
77790,6677,50
33489,9924,50
63518,45911,83
87689,94905,64
79491,66746,40
67078,82342,95
22338,84371,24
48128,7742,42
66761,83212,60
53911,75246,20
44261,21769,50
37976,3770,17
68411,90118,25
30554,7236,30
89542,22527,24
90169,78356,18
37646,22091,53
79951,32810,65
6907,24523,66
59832,61882,30
47054,96388,32
48109,10313,79
21898,52691,73
32313,25537,94
43680,64000,98
99237,78470,89
46508,7676,5
41701,84989,21
75649,78475,32
92865,73358,68
54630,72243,45
34169,8034,84
11640,72810,62
82572,32842,53
37708,63834,33
85774,1915,87
82408,40967,99
91950,3558,25
80007,15125,5
40069,43833,11
23210,3879,53
25002,86936,61
36583,8447,86
17679,50360,96
3303,80620,15
45313,35009,26
63145,75320,63
60565,58001,71
48957,34916,13
95598,30323,64
59013,72417,33
95904,23723,1
3732,7100,84
79864,11543,38
6223,51917,2
29952,23439,74
54595,21240,7
89529,31722,30
29115,37349,65
3022,49948,77
72742,16860,86
87189,66433,96
35611,26633,32
85953,23524,29
71533,61429,49
63356,60445,19
53125,20176,66
82674,88701,51
14082,81513,3
71483,13805,14
97744,25908,16
50915,3138,52
73449,8038,78
18913,23277,11
47540,11199,89
88718,39966,4
95844,88910,93
32689,76634,89
54639,86924,48
28079,7850,83
88925,46986,43
40034,21016,71
49764,84147,45
17277,96722,57
39731,16512,63
88106,94154,53
73397,37059,65
18075,86391,95
19429,33230,72
40310,86377,53
95372,96402,52
81105,89988,61
93623,69303,75
31647,52568,74
14712,87488,40
19302,62511,87
59795,30117,18
75051,4814,61
93239,42839,78
48100,35542,81
10959,76237,44
62177,20355,5
71123,49714,82
46808,46836,2
74333,23410,17
50793,43730,20
49029,3737,72
69146,98228,77
73524,63275,78
50949,73059,63
80803,74223,6
18368,89332,65
55504,60194,84
38783,80705,98
82012,43681,76
12345,24437,96
65044,23503,24
64809,78632,81
61007,87338,79
12289,21926,64
14404,85814,57
84001,66756,56
75535,83065,53
39307,34088,3
55932,87916,11
27376,11721,11
32007,90160,8
20860,30262,11
10389,28714,86
55315,43339,50
74317,50888,10
57338,50607,56
31513,5041,86
13317,26043,60
77171,71671,32
81457,50341,51
61071,16167,12
55266,45727,9
12702,93605,35
11681,57017,83
15895,91866,81
23032,46117,29
99145,64301,81
98552,84781,35
59575,48745,17
81037,95140,42
43394,21645,66
71063,44662,53
2528,13099,43
45783,96436,41
75540,37852,33
16913,95969,76
7817,10411,28
53655,1952,23
38774,43755,40
29059,10892,35
18633,79249,88
3913,76545,44
77780,88248,56
93872,44957,8
27648,41469,42
70262,29134,24
8200,30782,39
55618,66529,20
83205,26111,71
86708,39131,62
9690,99319,69
89655,21190,30
75834,47496,86
97156,54651,24
89292,84756,9
25151,9346,64
12236,1590,33
11883,5100,22
7442,95871,12
78346,410,68
98906,47125,67
55775,59366,81
15157,95184,6
29346,67678,26
44815,45039,26
36008,57121,40
31665,82271,61
71040,96633,29
62616,32528,84
63935,41370,41
66374,99038,46
49883,92366,38
81640,71180,92
13968,84020,19
63871,94174,2
44577,88834,58
51398,36141,33
32488,51469,99
66816,82120,21
43618,67381,71
59330,10153,33
41704,82634,9
15340,90143,79
54586,24886,55
20342,48086,62
91910,63319,5
40773,25616,43
62094,47493,71
45854,94014,52
8614,44195,76
1809,97473,64
50420,45548,11
71525,78147,52
86463,86724,52
85524,49679,58
82353,34589,62
17453,62199,86
29711,44197,86
88180,36834,81
31464,61390,89
60048,28449,19
23822,3644,75
65744,92867,18
44001,56143,46
38347,64258,84
83454,35492,61
29403,98279,23
33511,25356,28
41731,71589,40
88387,60537,63
93550,30620,87
55730,38727,72
70510,39974,83
82821,23607,10
1011,64966,20
41862,73777,32
42685,95443,88
25337,84448,31
67195,93210,9
30543,61264,91
90769,12765,14
51039,48398,12
8654,82938,20
36949,54119,98
42528,8225,84
51725,91152,15
50416,91711,16
90993,55585,75
48403,74879,7
39738,70173,88
35120,63077,15
66584,79273,54
97449,35371,48
72640,47628,30
68591,34228,24
70767,93433,97
83489,17467,54
94895,76811,76
12682,86694,77
17349,59525,6
72672,33327,88
56439,91089,34
57785,19630,25
29356,16502,31
80571,14603,53
73493,30629,88
45663,3487,89
65086,51954,69
47044,5872,65
51609,82372,16
90530,37531,35
50622,43447,40
21838,5795,53
30418,33572,11
1088,45462,24
91672,53986,91
67518,43904,60
40120,44633,96
26545,77130,41
73538,40291,84
7060,81434,85
37233,2054,97
41233,7687,20
66468,13399,11
12939,4127,84
84897,78511,56
43731,40839,76
35273,26024,56
10734,16781,36
29453,50162,76
28184,87783,53
94807,18835,37
76038,53851,64
28235,54296,60
42839,17358,75
55945,98890,70
20822,91758,31
81013,37624,12
96479,7583,67
72519,64076,59
40127,14157,57
31033,58275,72
79536,59088,65
25095,5305,73
67005,6921,51
59242,74484,79
6358,23726,85
44684,76581,24
51895,92563,84
82160,2495,98
91363,13661,65
20226,99710,42
13117,76280,68
17865,63007,43
87917,22998,19
18269,76062,2
30583,61272,16
81478,47824,43
54699,16375,55
15009,23835,80
29350,97784,22
144,22777,91
25885,81324,96
75078,71587,44
31,16084,50
13194,97869,14
60663,94726,96
58123,58426,50
57639,68750,1
43922,36356,7
45572,61051,62
83823,37816,93
22640,93147,75
76538,32831,69
970,83358,84
93577,1444,53
35847,82392,98
58082,28228,53
3745,90334,50
75509,84085,73
39050,96046,41
82170,70548,51
57161,69511,97
98547,5653,29
38686,30572,90
77339,6378,70
457,91624,31
77523,59285,53
57295,29516,79
88597,80236,27
23396,86316,14
12314,48611,88
55027,89079,63
75499,17961,39
33746,88852,44
67817,25149,53
88213,81449,47
96987,1051,86
82146,73899,47
36324,71815,10
97654,40167,22
35247,65911,90
23104,21513,65
86234,21579,88
61956,92624,45
86652,45676,38
20321,31264,29
21543,26931,24
9439,21346,24
41317,37988,10
25795,98889,77
99541,54914,3
18580,1153,91
83727,34519,21
60843,69937,55
50345,95522,23
58330,431,48
40679,58835,86
33422,14973,87
18715,53098,16
89636,79990,35
8847,88533,34
22075,41503,1
44506,4355,36
19575,71768,24
15640,4814,85
29514,91900,81
99313,13707,24
29071,81137,45
85956,82337,97
27902,10773,93
81981,74850,94
15361,72578,48
39699,60900,41
32881,77361,28
7272,66529,37
51559,81904,25
3442,85300,79
59207,2941,82
39196,16364,11
80527,11924,66
13992,77122,92
50962,27680,73
63523,19000,70
12738,19556,19
11228,42629,39
17991,45581,86
42028,94627,2
1537,12865,94
56139,39183,9
4417,50320,74
40677,78050,70
23453,64011,60
91934,66336,95
23905,11591,32
6993,44345,30
77640,18669,29
36355,90437,38
971,83982,23
88889,38377,44
7198,58409,70
43204,90532,75
98130,74674,52
48496,50401,7
96874,6181,86
19519,54362,46
69971,81282,67
15107,39310,1
86319,12114,65
6439,50835,86
51891,51318,24
40004,65154,73
30804,98150,53
50991,11524,8
59458,99328,54
44665,88791,79
99523,39997,60
87181,68370,4
25931,61592,5
36120,91880,33
60573,24532,8
43382,5279,24
12511,35237,59
30669,11230,42
4057,64868,97
3084,60921,62
41245,89505,17
60928,94815,52
37348,21123,65
65884,56760,96
83970,40686,9
34127,80316,66
4397,92408,21
69063,68702,7
57732,8642,1
12385,51264,38
15473,25102,78
16086,3358,57
41122,77970,34
46050,52410,71
6130,65739,69
45943,5641,42
81509,72803,4
57829,50116,60
1475,68725,75
27203,37768,92
7229,33184,49
60083,13947,94
97413,15374,33
91576,32696,88
62374,79575,31
66185,43315,86
17197,84394,76
93120,90487,19
6472,44890,38
84630,9056,5
18211,40872,91
36144,79983,51
24873,60266,63
77786,85,48
91635,23755,63
56798,2814,36
79925,76797,48
21777,5255,55
58813,39147,14
43496,58277,65
3435,52002,94
69130,18831,30
95353,21614,30
34143,65573,73
31389,68757,27
46242,95114,91
91135,9056,11
66241,86436,5
25209,74110,11
13056,81465,95
99412,39539,97
50328,70730,28
76061,28731,28
40129,16389,48
97718,44010,41
37076,73138,49
25411,30200,24
86648,50960,18
49427,27353,11
64312,61182,14
95016,37377,74
70637,81258,97
98134,68419,63
83219,23792,56
57180,76157,88
63045,57667,70
76106,39190,62
98832,16998,55
90001,46813,46
17710,30637,56
92848,72638,79
70563,97499,43
70284,95431,8
8582,79300,30
61453,74731,43
76911,41782,49
58827,24677,52
71736,16646,44
33797,94536,80
7524,21111,19
88148,32060,24
23328,56803,12
67986,72643,59
49506,24555,86
6269,84727,63
27957,34575,9
95446,67115,87
91925,74859,34
77121,85114,22
87081,98197,14
89930,80839,15
11786,15477,50
20600,90239,58
60176,86054,10
43096,55860,83
12198,7078,47
20449,16749,44
62489,62963,88
81140,396,69
88517,75715,18
51007,88484,8
6123,29668,8
66765,1384,16
90362,78868,25
32705,48723,44
73726,39859,69
54782,80573,18
82974,559,87
40855,39666,9
2582,52006,27
57794,87821,33
56941,54231,65
85676,74841,83
86862,69179,60
24743,92035,29
54314,79200,38
99042,71090,29
46374,11342,91
30095,38871,69
44472,94293,20
85145,4265,95
42158,80225,65
13024,48917,54
18757,286,20
10336,98122,45
73800,57484,11
40567,66625,2
8735,39374,17
26410,65463,94
63144,58912,1
60765,68865,58
20814,53558,20
61885,73841,42
38734,91484,82
92768,36174,6
27582,78874,59
13255,41831,92
65317,79119,83
32520,65585,29
64961,8399,25
76314,31104,51
29654,59277,60
80007,61472,26
3747,26122,74
7537,87417,54
21185,2362,5
51654,4210,10
25102,22156,57
42493,12870,42
10903,10804,51
58727,75791,24
60731,73823,95
68175,340,77
18929,158,27
84748,67703,92
90559,79188,84
43367,6297,8
4511,65380,48
12162,54475,78
56712,21385,40
79127,51616,61
2206,88742,80
83858,25019,69
55230,38716,13
78105,64275,28
38238,91907,41
97893,29404,15
16950,46471,98
92964,53319,45
14353,79712,85
46382,62820,19
72047,50576,65
63378,3578,28
7392,8175,8
54116,6029,95
1287,7084,11
29537,56190,78
78189,85164,66
79961,73095,79
1480,38871,11
68353,12044,16
9152,13325,2
44501,14117,50
220,29703,70
6606,2122,89
61180,92721,25
3112,37450,49
35221,65907,41
65527,172,49
43108,1296,74
3376,9121,18
2883,13919,46
22755,62902,24
13095,93574,6
55796,29336,58
37669,4827,39
48292,45990,55
52891,89036,69
86932,82560,90
15749,71755,31
3794,43461,2
48052,15587,25
56162,51130,33
59736,15341,85
31657,81062,57
64868,44757,29
25099,83096,11
78763,1021,11
27350,91310,32
65393,69277,59
32813,9922,90
62120,41560,40
73481,77916,90
38897,50428,51
30742,11977,2
92538,31707,99
61354,97014,54
37855,97825,28
52735,37605,54
23202,97815,18
69498,40417,73
10680,85060,51
4004,2039,47
21439,33235,6
10574,30108,78
90324,32576,74
32100,21240,30
10313,22959,30
73994,94357,45
23622,48173,48
24145,21817,38
63270,2811,49
98006,17544,33
73913,99706,75
38318,56849,91
5443,30710,10
94562,32829,35
94296,11017,26
66727,57083,76
84007,98531,84
42341,90851,90
76622,65692,2
87789,67981,91
18563,31702,95
54215,58645,81
61254,99731,93
22870,67269,59
9523,95476,11
76855,267,13
84894,40527,71
99035,24103,1
55604,78291,45
4533,59657,99
15850,75318,45
84572,22806,60
45134,67906,21
27044,71943,27
94718,41235,55
3944,61074,13
4115,37025,63
89011,15884,22
52968,79243,74
3989,61632,97
32238,94873,78
90631,88539,92
76436,82688,27
31952,10528,99
76959,67097,23
7327,59990,59
38575,43522,21
69168,95088,8
70755,82640,52
39254,20589,92
50394,21457,76
69012,82829,2
90868,82220,20
25708,4892,38
59607,23355,44
93888,4093,70
76488,94429,66
91906,59303,54
79038,98206,74
94003,70751,95
93794,55511,99
45443,52317,72
36998,8779,5
91548,63823,99
10337,56739,7
71964,79698,14
71038,4061,94
63193,27689,98
15353,79345,73
76444,80571,88
40796,69618,73
15319,71944,1
41822,22172,43
33803,46316,88
86672,76860,37
74334,83482,20
27768,78368,12
6643,65187,22
12691,66799,61
12289,95898,62
14077,883,19
48102,31223,42
21036,80353,12
42214,19435,20
66319,88624,25
70522,97743,21
4236,74729,94
73536,81809,3
53130,61448,12
45974,41287,9
44799,57464,32
94629,71297,89
55154,71598,50
71053,67763,1
91339,12253,30
23244,81471,59
12292,82365,10
19476,70979,14
51971,79269,24
83818,5032,77
74928,38274,82
63784,79278,33
91913,97097,27
43577,75260,84
77123,769,27
41401,26637,56
86075,51964,51
35771,25079,10
31162,92396,2
80079,52754,80
40195,47229,7
3379,87884,18
20661,810,5
30958,48332,97
112,12072,81
10121,12474,95
80512,47338,70
57722,41538,54
91457,33101,55
8967,94083,50
57457,26848,46
759,862,17
79631,7877,42
59973,28986,89
48008,59109,32
88087,15110,47
20552,49985,73
2639,3575,28
5482,17013,11
32654,16042,7
81496,29546,36
78787,67614,4
31192,38569,61
72904,87181,8
69772,63703,10
85224,5041,83
71227,16552,72
35201,37885,32
84914,43326,37
79564,31049,88
19623,95574,30
51102,32140,55
56716,38449,12
4673,38424,3
74126,13621,96
64558,2666,20
4114,70625,45
62674,45552,74
21538,40573,55
37747,70079,63
11781,80385,79
75996,40685,30
98326,4141,61
62919,73455,8
66819,56762,37
44198,65219,13
36594,60695,37
64014,15282,25
10761,14778,41
85589,85970,21
46516,67090,45
50286,70239,62
57702,42031,39
76001,14157,61
55747,72548,26
29490,62153,89
38887,39723,63
22473,35119,56
87124,61841,88
74225,87742,92
61486,52927,1
49477,81496,98
53726,1026,46
57150,82215,37
38088,32517,69
20929,51917,56
43787,64270,29
87767,87621,31
23230,20993,12
22227,60930,39
54414,67308,5
16455,67392,14
16213,87358,3
59792,83230,91
73759,40981,91
14557,92913,16
82296,27491,47
72224,62898,57
88445,48115,37
7137,2858,58
78612,55560,63
24075,67606,4
38854,78216,13
3097,13965,60
34522,76159,67
75754,19589,91
78478,78130,74
32039,97584,88
31441,54988,92
60738,91519,51
78976,67179,9
65254,30616,60
57114,27612,74
95776,827,10
28343,3692,89
45296,165,46
29413,47995,92
58504,32072,83
1583,27957,99
13144,56399,65
74176,82289,7
81386,66611,37
55344,64292,79
35026,33821,66
58360,56947,38
41925,21620,82
75831,94633,84
66287,53814,71
95472,31507,46
44846,46188,42
44465,88345,17
62049,94334,49
48070,78548,99
14688,94906,22
63028,28525,4
75398,40861,21
3580,9230,70
5297,76738,65
88256,16249,65
24787,28233,51
72750,28239,31
94566,78954,72
92456,80715,68
91989,93875,27
76068,29966,39
40705,96287,83
17222,81869,86
40306,97966,29
32547,36105,82
94775,92323,99
63920,6481,40
33092,35573,86
57147,78327,49
62772,65066,98
40783,75775,9
83847,17661,32
24320,98660,97
93050,47251,40
19948,9156,26
92682,46724,80
94146,4235,36
51170,48727,3
25763,43395,25
8757,43775,71
16425,70630,61
236,96998,40
99978,78922,55
48377,13189,1
53913,14292,56
47298,15074,30
3703,4681,96
88976,90181,20
39150,33187,70
56794,72182,49
70788,20291,2
16001,31210,82
35718,62093,49
49557,11565,76
29916,4259,53
73641,42655,52
27544,9763,99
18987,48906,93
37921,1840,24
62406,48526,1
81944,89260,22
14698,56382,41
36861,33326,1
86579,51247,71
75871,14085,11
21832,68703,66
48432,60933,52
11230,93933,1
49394,21505,69
86700,14751,52
28443,13101,94
49682,83854,21
70067,13590,6
9920,41168,72
70250,72319,95
9407,94602,60
18169,55942,93
75196,95081,45
76503,32118,65
83249,40258,10
88118,53242,80
79665,74715,78
72234,4877,11
37810,85831,36
57470,3912,14
84082,49055,12
75472,87894,12
98081,39578,78
74520,74320,7
39476,24760,85
69553,575,58
40371,53649,76
25716,3894,84
89675,26472,66
5080,49486,9
69391,18765,97
96812,75366,74
14327,87519,62
40349,46587,16
67054,61711,52
51711,84117,12
9075,84841,71
12071,27143,40
36765,89323,22
10714,64424,48
49918,93565,10
78015,52405,51
11690,44888,32
13834,90193,97
2686,88442,6
17629,73394,9
72097,47626,68
56777,68535,22
21650,22117,55
11903,45682,62
43087,96736,34
1381,95696,70
51168,70104,98
27967,17036,53
88980,35030,29
13015,21651,64
47590,26355,53
68127,34074,20
64020,11691,48
2261,79860,51
51296,55306,25
20484,69724,6
12683,62647,4
20035,82649,59
54125,38598,74
60424,30250,28
60033,777,81
62140,42800,64
32620,38444,38
41450,26031,42
43011,23926,19
83731,69884,96
27320,9750,42
17722,48422,38
54819,47610,65
74612,44115,76
90321,1264,42
11835,1843,96
35917,71889,81
1187,21377,45
22595,26922,60
81924,32320,36
1111,79415,25
91674,17732,83
15195,35519,57
30089,57306,62
95409,73654,47
90358,15628,84
57570,10874,25
42978,83260,36
97972,63774,39
59897,61306,93
15165,60058,35
14824,57875,94
8947,78138,28
48916,55719,64
29183,25030,84
15585,88843,97
1997,20273,42
3691,86382,58
9668,43358,87
61256,58997,59
39829,8502,28
28435,72944,57
27212,28367,60
7094,17335,36
32089,42527,85
83930,29353,17
83992,25246,76
27307,54184,21
15068,44283,88
37441,417,87
40758,36581,75
92731,52960,7
16662,65072,23
16771,93606,26
72120,15501,80
32189,41942,61
25663,26342,62
72108,6810,12
89784,77327,60
2501,43250,10
70091,24169,9
99143,50272,27
79913,78433,17
72414,38585,37
7486,58887,1
11400,8960,43
78958,92173,1
85763,97146,6
89159,91376,85
69629,24641,88
56030,75571,65
57074,30869,63
57644,5570,95
40250,75980,38
22417,28762,56
86643,51509,20
2453,58072,52
92384,95717,71
38937,86630,94
90303,67102,79
35148,9594,74
2498,88095,69
41661,41346,90
5770,49462,81
78878,31431,25
70839,39199,61
62935,35419,7
6088,45299,20
38892,45287,83
43206,77692,47
9464,84769,38
76585,49765,77
79036,27664,10
76135,55500,78
92250,16816,9
64049,22488,80
37155,29571,57
94032,7954,75
90268,10643,95
68252,93431,51
20202,32395,93
40564,84313,62
63818,66320,14
17295,7130,71
50550,74990,57
22346,55668,71
11232,96913,30
6627,10858,20
8841,42890,86
13880,44734,66
83355,64791,98
63319,71067,23
51806,10285,12
61465,10810,71
16810,50736,30
44298,70302,98
51838,89395,26
49323,64691,18
6930,20403,94
37484,43503,83
2747,28507,57
38434,76725,59
46047,41619,73
50943,67691,10
195,84602,92
95716,7786,31
43485,47965,94
85660,31936,82
43943,15995,89
8030,40143,87
84745,1145,76
56656,25200,94
16413,42782,5
61253,64718,30
46559,53234,96
17697,83977,79
70221,60778,7
79898,97593,47
2552,6734,89
25559,42336,65
7886,82763,36
92278,30793,29
67206,23202,42
18106,13210,72
52110,96241,98
60175,74444,42
1007,40194,11
15446,73578,72
71085,20574,40
19098,6895,45
35617,60666,79
80034,45642,3
47936,41513,27
57629,19150,77
6677,28395,3
83099,59540,5
88288,33039,28
76607,49728,33
33069,91281,68
4992,13161,92
28007,84846,59
38233,87367,43
63266,50351,21
29259,93868,19
64138,25820,46
56572,35328,51
29129,77547,50
11704,17473,55
86881,31092,12
73159,16993,23
92954,90925,41
35177,81912,82
10845,86817,7
48646,16259,30
97567,9922,94
22774,75212,99
25840,4250,35
61929,48497,21
51971,79453,40
88925,21016,14
57165,55219,62
35739,87111,50
20494,24174,10
97804,62248,56
44997,79373,19
71927,71333,5
25194,29520,97
37039,84448,64
33314,32744,85
41366,99328,84
78996,65568,71
4338,15960,52
69482,13303,58
13233,13902,64
17022,54842,5
85658,96391,43
76567,96509,44
27698,32965,42
9813,49325,14
26626,27306,54
74626,56153,17
1543,20821,93
22831,98473,75
62425,75355,41
62274,9175,79
46844,67417,30
38272,83422,39
6982,92555,63
7943,84663,8
77432,42871,20
70667,26117,35
79770,30248,64
67792,55690,90
85019,40692,49
77080,92016,87
97572,87607,36
81554,71345,34
59235,67363,36
25936,27457,4
44130,54973,79
11762,35883,73
82593,11055,53
95488,21222,84
54005,92893,5
91474,62415,99
63207,58316,99
59163,10201,4
79132,20520,56
44850,88870,29
44063,37394,88
54986,28297,77
62613,59455,92
5033,10279,29
8451,61281,28
5003,9430,75
8584,71905,22
81428,52233,49
20484,98565,21
35667,33128,1
29339,90309,24
8829,62000,19
39574,47529,54
24434,19159,53
93260,51641,44
66311,55948,22
8500,10016,57
28963,84061,70
7433,21989,14
9710,17249,40
82811,36351,96
87698,43290,60
65077,45120,28
58524,36540,44
26655,81689,82
81905,35359,25
99261,99261,50
10838,61418,51
44051,97422,65
39363,17566,15
48596,50466,87
22605,45067,1
73906,77391,9
44486,94872,52
82959,78806,63
97013,79039,16
52506,21162,39
64202,67617,96
68944,69110,26
40220,12814,35
25938,18782,65
64041,36179,28
63657,19250,18
55354,57409,24
12831,63379,84
10360,64346,21
30155,79431,48
68611,55926,87
43299,53039,20
87228,68128,55
38043,85947,14
8622,56129,17
67059,35788,13
14147,76861,76
95158,45317,42
80503,82708,85
95754,44142,80
95946,22778,74
62009,29099,65
90907,14203,32
53947,23427,53
6112,88434,74
95277,67908,51
56992,3809,99
94613,95802,59
22067,23455,71
76607,22732,15
47483,14738,55
51951,80358,14
28115,36164,40
6712,5591,51
56180,23158,91
53819,798,30
27484,87212,98
4973,68848,66
92740,28948,73
69444,12858,73
76387,60353,73
586,56953,47
60133,22641,99
56080,86926,25
62261,98020,91
65283,11302,2
46195,96490,56
40209,19541,56
89381,32570,27
39105,93863,86
31555,79517,71
45698,53496,62
270,91427,17
70012,69128,61
50861,25006,9
14061,24086,20
43290,76879,14
43248,20905,66
18592,27100,14
42315,43556,64
37438,20,28
45326,658,98
78426,60927,72
67986,14516,36
77349,3891,77
94540,55783,11
48532,75522,21
19392,65301,58
13504,22075,75
43844,31649,66
432,45233,84
99950,74390,5
95624,1256,39
68414,73295,58
62558,89166,78
25186,13396,25
67551,26363,36
84674,6643,21
4703,38255,54
28043,7397,4
75459,38765,83
95240,85466,39
16229,6590,74
96589,91253,18
13631,45313,54
46656,73447,72
55790,13944,3
96372,75891,98
15288,99221,66
23713,81020,18
22885,11447,98
76012,44558,68
42873,31521,39
39206,5243,92
56145,87667,52
4742,57467,13
62637,63285,62
68546,65936,74
82898,29764,46
98157,54663,76
45278,75634,24
21367,95450,71
87057,45425,79
88721,49146,41
44583,14462,77
39904,43782,8
87922,86226,98
35183,65340,76
55132,93418,22
79544,44258,78
95174,37666,52
39678,84702,8
25245,8816,3
5704,10926,97
94212,53819,3
14800,52263,24
93822,469,89
4189,79444,34
37657,43764,66
10945,34599,47
82562,8272,42
93468,42738,13
55599,55119,68
92164,26701,71
60718,45111,89
87080,2655,37
64076,40348,74
66597,39028,8
76751,74769,17
33710,81135,51
78424,56520,25
82297,6935,49
3721,51005,8
78025,22367,91
43745,98120,67
3138,32561,87
62201,9382,38
69133,84719,60
88749,43103,53
1325,251,41
35420,44404,7
46980,32536,48
85020,35466,68
99885,59350,58
49960,2438,42
56390,34481,17
50015,27127,2
84906,53363,82
61752,49174,3
69234,25104,11
2914,3288,51
19942,65032,35
72044,30705,99
22425,44602,83
7685,16685,12
52253,17578,22
54670,39297,21
59010,59535,54
94971,80759,77
52076,79578,76
6194,75450,85
92583,71214,23
1056,43777,91
22572,72520,27
45502,28828,41
26534,41141,42
81830,19724,55
24454,15641,72
16931,70969,31
97618,77106,43
733,97688,64
60510,63804,62
23119,63780,44
73392,3882,21
24120,75712,30
56292,93100,6
23476,11892,68
7650,15990,80
58447,71470,64
67119,19482,51
12171,95013,1
56739,23544,28
21293,22536,42
40405,91708,2
73516,19908,10
98596,59489,79
27262,87873,54
2492,96931,67
43309,83202,80
69203,4539,55
9018,94653,98
56751,63133,71
50744,30964,10
95800,32248,21
29508,52288,19
73232,79533,62
18936,98854,86
13220,65752,78
49020,42494,42
97022,7202,6
5159,73993,95
52488,74315,31
32425,24420,64
96112,15677,3
22368,46432,39
18929,27552,67
26236,94506,69
49234,30773,52
72786,83234,93
52566,27809,12
72333,95679,80
84761,93016,63
71413,4690,79
67669,58808,91
70227,53900,26
23236,18864,1
53805,79458,66
53579,6897,37
39436,54590,42
41562,77382,83
34705,61426,98
60683,18483,81
76690,88432,34
15108,59572,16
27588,67985,65
90793,91223,18
22558,81212,85
88298,80338,7
18192,24321,38
36745,70148,67
65887,76674,77
71677,17594,74
16274,4536,24
98825,66568,4
60333,18944,49
52035,4481,53
94716,78893,20
17269,44878,11
46189,72741,98
70690,17462,20
3993,71055,57
96630,68325,91
66184,6730,42
59574,79901,63
39007,96806,79
10912,72061,26
33217,30373,76
87429,20467,84
16123,96781,47
7943,60782,22
7166,31069,95
23039,9087,48
64776,47491,48
48488,85886,86
32334,85859,52
77011,54967,60
55537,32119,15
2786,22378,6
22129,24186,16
62495,34762,63
56223,46525,21
44353,95418,6
69696,34698,11
5301,18528,4
39791,95513,9
27805,95073,18
91133,33407,70
73240,98918,44
50174,85241,30
9579,68997,68
81279,77595,47
39271,21484,9
65075,14597,34
93041,85843,19
36744,36247,27
91567,8197,42
36725,82171,22
71545,82487,68
69284,34526,8
36745,57323,46
3907,90965,19
65718,36574,22
44433,62348,72
99897,26261,10
96799,82285,72
9638,58260,40
24555,41833,77
1009,36588,77
67636,7408,34
72634,48554,50
61931,9314,85
24533,22096,11
72581,4316,72
88607,4312,96
88257,84162,26
66440,24891,62
70214,85701,61
98056,69138,24
68598,9865,88
50670,88205,61
43943,99375,26
51657,55572,83
43661,53415,54
42300,43783,98
30796,63269,52
58505,46408,86
18218,89669,4
48287,66397,70
16122,54575,97
93568,79943,86
33126,41604,70
5135,89197,22
90868,32099,80
48517,61825,61
54562,51347,78
61733,77884,48
98466,87529,22
27535,8821,41
12245,26399,52
85424,53305,49
64101,50978,43
29919,11025,79
8702,21809,80
90631,86772,21
44716,51080,45
32957,96689,34
74144,807,87
62050,59748,28
73305,80079,35
13665,8442,41
61016,31378,26
39301,78587,65
52481,69102,30
