ID,customer_id,date,hour
24639,81627,2016-12-25,7
8173,97013,2012-06-29,11
45657,62705,2019-01-13,13
96393,18951,2014-05-25,16
67146,84816,2016-07-30,16
82390,32984,2019-11-12,21
9347,89384,2011-02-01,14
18961,71454,2013-10-30,10
33081,30745,2014-07-09,11
97599,82395,2018-03-26,11
4015,2596,2013-11-06,4
20920,82459,2011-05-31,3
35262,79832,2011-05-11,6
65310,24685,2017-08-31,15
23421,30996,2016-03-13,0
50188,16532,2019-09-28,16
69606,95881,2013-01-29,20
33799,70378,2014-01-05,0
71073,28404,2018-10-24,2
25865,88744,2020-05-31,19
49329,83096,2018-05-02,20
1791,3684,2012-01-31,22
58676,70040,2016-08-09,5
24765,75624,2013-11-24,7
5517,17370,2017-02-09,14
84059,27456,2017-07-29,10
26944,30171,2011-07-31,1
83768,19625,2015-03-13,19
81855,21967,2020-06-18,15
95567,6874,2010-09-19,7
33741,68018,2010-08-04,6
35616,3819,2012-10-08,7
96504,5764,2019-05-05,11
57529,83279,2015-08-24,22
9093,73762,2017-05-08,9
25877,37329,2019-09-02,20
98318,46752,2017-06-24,23
11090,62519,2017-05-16,19
64040,97311,2019-12-27,15
96281,15997,2015-08-02,8
71459,90193,2011-08-01,19
71755,4201,2014-04-10,18
29436,42037,2012-08-16,3
69390,47581,2017-03-25,17
93527,62778,2019-06-21,17
38785,12357,2019-02-15,6
18768,32039,2016-12-01,11
69230,4007,2011-02-19,2
38637,30382,2017-06-10,7
62515,22041,2018-10-03,0
98919,85649,2019-10-04,22
35907,37114,2012-03-24,21
99548,88596,2015-10-27,13
14314,7528,2019-12-13,9
53696,17556,2011-06-06,20
11936,61448,2015-06-09,4
37370,92377,2013-09-13,10
61985,21239,2010-06-09,18
56768,72420,2015-05-19,11
66702,82394,2020-07-31,19
98848,61082,2018-04-18,16
81793,68175,2012-07-13,14
86559,73258,2020-12-30,15
50895,3931,2019-10-20,19
86850,24930,2018-01-13,22
42894,78930,2017-12-19,20
79367,2737,2011-02-01,17
80016,10780,2017-09-14,22
69163,25512,2013-05-28,2
89669,46594,2015-09-18,20
65697,50431,2020-07-13,12
22659,54871,2019-07-06,4
71251,54863,2018-08-03,17
75749,1082,2011-03-01,13
59125,91607,2013-05-01,5
10180,38065,2015-06-16,5
99035,49941,2019-05-18,13
696,85000,2014-06-24,1
26513,30640,2011-09-18,20
36696,56406,2020-02-02,9
86716,3071,2011-06-02,20
79361,3458,2013-09-01,10
17993,40342,2012-07-13,11
74277,38499,2016-12-31,11
24637,97220,2013-04-28,19
32446,39662,2012-10-08,21
25526,92718,2010-07-14,18
1807,83754,2015-04-02,9
34544,82143,2019-06-28,17
25743,7783,2020-01-30,11
97352,13590,2017-03-23,2
82344,75648,2016-07-24,1
80932,96442,2019-09-04,20
62521,77424,2012-08-24,0
70128,2480,2011-10-10,16
85462,57960,2013-10-06,1
38909,45081,2018-10-24,10
71132,12777,2013-06-08,3
53272,23115,2014-06-30,6
46674,28349,2012-09-17,11
47294,74260,2013-08-17,2
6372,98344,2019-06-18,4
93761,38534,2016-12-18,23
38625,94248,2010-11-02,13
73699,94615,2010-06-07,17
56799,20203,2010-06-10,17
7318,67974,2012-04-23,4
52260,59395,2010-04-14,1
11150,18355,2013-09-19,16
26237,97708,2017-05-29,16
58459,44174,2020-10-16,22
13596,43965,2015-05-07,0
19416,17322,2014-02-25,14
70581,97023,2019-06-03,0
54173,24628,2020-11-29,18
67125,74353,2017-01-03,17
41810,68326,2020-07-11,0
86393,47019,2015-01-05,19
13311,62679,2013-07-18,11
60357,52154,2020-08-15,6
3639,73083,2017-04-06,19
7296,94118,2011-07-30,20
86514,67070,2016-02-09,2
44775,18178,2015-09-04,3
79619,9729,2013-04-07,14
91243,27479,2010-11-09,10
54147,2870,2013-03-25,0
23306,76267,2011-11-05,1
64560,66939,2012-11-07,12
35653,51660,2017-10-16,19
56948,11561,2013-04-23,4
14599,11077,2017-05-12,0
71261,56664,2013-06-28,2
50321,69133,2020-10-25,6
96921,43009,2019-09-13,10
91691,78363,2011-07-20,11
97023,70326,2019-06-21,23
71530,60422,2016-09-29,6
64057,13134,2016-01-30,18
47515,69858,2019-09-25,20
24904,77928,2015-09-14,8
37764,78809,2011-04-24,6
61687,9823,2011-01-13,9
40107,71556,2012-07-16,14
39033,2864,2018-12-19,22
78118,33683,2010-06-01,9
53791,76198,2019-10-05,15
46593,78236,2020-06-20,9
91046,60829,2010-11-10,18
17876,47540,2016-06-01,1
24093,3545,2020-02-21,3
21156,57972,2010-04-17,17
30343,31409,2011-01-13,20
41897,68968,2013-05-14,8
29851,22700,2016-08-05,3
52240,71865,2019-01-17,7
37061,18994,2020-10-14,18
29535,5729,2020-04-25,9
58807,1364,2012-01-01,4
71477,94471,2011-03-03,18
13658,8922,2016-11-18,8
82332,75899,2011-12-09,1
98542,43051,2018-07-25,8
32016,7556,2019-12-11,1
30474,42620,2018-08-09,9
9457,59116,2016-01-15,11
40650,31901,2019-12-18,1
71355,45139,2012-06-04,16
83842,20777,2012-06-18,0
74185,69894,2019-06-14,5
57200,86425,2019-02-19,16
97645,73852,2013-10-14,0
53312,97429,2020-11-21,21
4988,88065,2010-05-21,23
39165,61408,2013-07-08,14
17980,59568,2014-02-16,13
7205,98387,2012-05-26,17
3236,89539,2010-12-01,20
62619,31294,2016-07-28,2
37702,96604,2016-08-30,12
48782,23025,2017-08-08,14
93846,181,2014-08-22,19
58455,35533,2013-02-05,10
24667,28537,2020-04-26,16
22048,30282,2010-10-31,0
98522,95029,2020-12-10,6
53872,81524,2016-08-18,9
92515,97834,2011-12-19,12
27803,57299,2011-03-28,18
56796,42600,2015-10-29,15
49996,17003,2017-03-22,12
16266,45046,2011-03-23,4
55386,53529,2015-02-03,18
67691,13074,2019-02-02,20
185,93170,2019-04-05,1
35845,5244,2018-06-29,12
36558,23871,2020-07-12,11
54213,94577,2020-05-23,5
30793,44970,2016-02-18,12
9408,78835,2016-09-15,0
66161,12702,2012-01-05,1
97849,56108,2020-04-21,21
14817,91341,2018-06-15,10
94308,30541,2020-02-13,0
96631,81748,2019-05-26,8
91583,44315,2020-08-05,0
2304,77254,2012-12-29,16
64806,53064,2019-12-09,19
83115,50116,2018-10-17,21
65252,1848,2013-07-27,11
24125,92281,2017-04-04,12
80468,43189,2010-11-03,4
28465,97438,2010-09-26,6
60451,80891,2018-01-30,19
78804,9972,2017-08-13,0
80512,76175,2017-06-16,19
83116,88507,2020-04-28,15
91831,3701,2016-02-20,8
4962,24836,2010-06-14,6
7387,14983,2012-09-02,3
4364,29142,2011-01-24,8
91562,79496,2013-03-04,8
41362,68971,2018-06-26,22
67520,16624,2016-12-17,21
57034,8072,2011-10-06,13
53786,51339,2017-09-22,0
60767,9972,2017-06-02,20
7645,45444,2020-10-04,6
4461,2874,2017-07-04,9
89410,42401,2015-01-15,0
6505,33636,2014-09-04,11
13509,28591,2018-11-21,0
52245,85814,2013-08-01,18
18138,88169,2015-05-22,12
85788,70573,2013-04-26,15
75457,84136,2012-07-11,23
57707,1907,2017-12-25,21
37873,56232,2019-04-23,23
68632,57134,2015-03-27,1
76168,20494,2010-11-14,12
92658,55080,2018-09-20,2
71529,65633,2015-07-14,20
63602,87404,2017-04-27,22
49259,71601,2020-11-05,3
10116,11198,2014-01-26,15
38783,1239,2018-02-02,3
47627,21140,2019-07-04,3
91762,40039,2018-08-14,17
24476,60429,2017-09-08,17
95946,6725,2020-07-09,16
88907,12307,2013-07-15,14
26085,89057,2015-07-27,2
24809,95951,2017-03-19,8
55986,89646,2018-06-21,10
18573,69568,2016-02-09,16
18325,74456,2018-08-14,19
63581,67302,2013-11-12,15
90487,52376,2013-09-23,4
35215,68915,2015-07-28,7
78471,34696,2018-10-21,13
74992,79279,2018-07-02,15
25612,74235,2016-03-13,15
80015,54250,2019-04-26,20
49034,8740,2014-10-16,13
77874,69248,2012-05-25,4
59497,92403,2019-06-19,3
45921,17887,2014-12-29,6
32178,97615,2013-04-20,11
5147,58543,2012-02-16,21
45899,36140,2013-09-04,2
14236,41637,2018-09-20,3
61143,76138,2016-01-20,10
63335,5725,2015-05-24,17
51649,98471,2015-04-26,9
20906,31872,2013-07-29,22
41429,56835,2017-12-27,6
64069,99103,2019-05-02,17
81143,29030,2020-12-30,20
21129,40222,2018-09-04,0
68113,70220,2017-04-03,1
71918,7265,2011-12-09,16
42275,82978,2016-07-07,12
9582,66056,2010-10-29,0
58359,27049,2018-01-01,14
10715,49638,2011-01-01,4
11890,18902,2010-06-12,9
12168,33251,2016-01-31,19
19310,70698,2010-10-08,2
17603,77455,2014-07-06,20
54566,99286,2014-01-19,5
61482,39703,2019-07-26,21
1093,91855,2014-05-16,19
25711,82719,2011-01-29,16
95114,95902,2013-06-17,9
3204,80400,2012-04-26,8
26689,78213,2012-07-13,14
63866,64068,2017-07-29,12
81398,7821,2020-05-04,20
4622,59880,2013-01-19,14
93453,31288,2014-04-13,19
32203,16097,2014-01-13,23
26354,84046,2019-10-25,10
11964,20795,2012-02-27,1
18613,90830,2011-02-06,7
91931,65249,2014-02-24,10
7878,6456,2016-02-18,6
74774,49699,2019-03-29,0
78037,9832,2020-03-29,3
35066,7477,2013-10-15,16
56105,38328,2020-07-11,5
85843,42626,2010-02-17,0
30756,56132,2013-05-24,6
470,29311,2013-10-21,14
14034,7794,2017-03-13,18
10762,2360,2015-03-02,8
15487,4233,2018-06-15,23
31346,1920,2017-04-15,18
20615,81047,2018-12-31,13
93506,72950,2019-04-13,17
74225,24299,2018-07-10,13
92456,32708,2015-10-03,19
46164,89312,2010-05-25,17
11837,98090,2020-07-05,4
84719,60938,2018-03-12,9
97013,31452,2011-03-08,18
67947,20238,2020-11-28,21
12398,6184,2015-03-24,8
65010,25258,2017-07-03,6
93996,93583,2019-10-04,16
16879,49692,2019-02-06,8
52608,83754,2019-09-07,10
9052,88854,2018-11-10,3
3240,29323,2014-06-16,19
7628,83423,2013-12-28,16
2378,81117,2013-04-28,17
61244,39652,2011-01-14,16
10521,88104,2020-01-22,1
32442,28263,2016-07-15,14
98353,44325,2013-05-01,15
3542,13404,2011-04-27,6
86526,18972,2019-04-23,9
86474,68859,2010-11-09,4
15515,66003,2013-08-15,21
51621,86799,2016-01-01,11
25497,59427,2019-04-09,16
60442,7654,2016-12-07,5
4275,77594,2019-07-21,0
89930,93308,2010-01-30,11
39987,41119,2020-06-26,4
17482,79959,2010-12-16,17
35512,34022,2011-08-13,3
68108,53921,2013-05-26,14
54563,96756,2017-01-22,12
18358,91922,2010-11-25,4
99358,4988,2020-04-08,14
27005,2919,2013-01-01,21
35318,43264,2015-10-10,14
21564,94354,2016-06-16,9
94542,92698,2017-04-16,0
63994,21480,2018-05-10,22
61453,11557,2017-11-02,23
26927,55377,2015-02-27,4
27167,94617,2013-08-29,6
76565,26052,2010-09-22,10
14612,2265,2011-03-26,10
47604,22264,2010-08-22,1
79350,19211,2018-09-30,3
11214,26302,2010-09-12,13
726,25854,2018-07-03,8
75441,88696,2014-04-02,10
84588,17057,2014-02-17,20
99324,23393,2015-05-18,17
51957,16346,2017-08-19,4
56707,14600,2015-08-03,5
48930,90172,2016-10-18,18
16261,59204,2010-09-15,17
78106,99579,2012-12-02,14
35350,51657,2011-10-04,18
95998,44966,2020-05-30,17
8771,72182,2017-02-20,22
15067,22928,2010-12-01,10
59070,69157,2020-01-14,11
21885,82375,2016-03-10,10
23012,19099,2020-01-01,10
28728,74137,2015-08-08,5
5540,77928,2020-04-09,16
91405,91248,2015-11-04,11
47692,79693,2018-12-09,4
23055,71761,2017-04-25,6
30236,70164,2014-05-27,3
74755,72370,2011-07-05,20
92372,66683,2016-08-06,6
49088,67477,2020-06-18,10
84575,20260,2014-01-24,4
39198,78423,2012-06-19,6
13554,39043,2016-12-22,1
48777,60824,2013-04-23,23
98739,17982,2017-04-10,2
87380,65433,2014-04-08,14
39716,54369,2019-06-02,16
27902,37778,2013-06-28,7
28853,8732,2011-08-31,1
21176,96329,2014-03-12,16
27569,24437,2016-06-19,0
30510,89426,2014-01-27,21
33635,29596,2011-06-13,1
71108,19556,2012-06-26,17
23415,27736,2015-08-03,12
73807,92886,2017-11-15,3
6208,15260,2018-04-25,13
75476,71450,2014-04-02,12
36492,56749,2018-09-06,4
534,72156,2010-06-23,15
87765,28873,2010-08-20,22
26165,85032,2014-09-05,10
33686,50090,2010-12-13,1
73750,28389,2013-04-10,8
64751,28274,2015-08-04,13
83919,42409,2015-11-08,6
78937,48280,2017-10-09,20
34957,24684,2012-05-12,4
66298,39442,2011-06-05,22
72282,68461,2014-04-07,17
6135,55553,2013-03-27,7
56169,22122,2011-10-12,23
10692,13848,2017-03-21,5
32236,33974,2020-03-02,12
48470,64518,2011-04-20,6
5968,28947,2012-02-15,1
29631,40881,2012-05-04,5
41368,62530,2014-04-02,11
84773,28876,2018-04-30,17
56029,66307,2017-08-23,10
47157,84548,2019-05-28,17
17078,14868,2017-01-15,23
14059,64296,2020-07-18,23
48312,18351,2013-05-21,17
45235,36863,2018-11-07,13
12284,73221,2015-11-15,18
16014,44797,2014-11-04,19
68812,19588,2020-07-03,1
20972,91125,2017-06-06,15
21754,938,2020-11-20,5
86121,94093,2013-08-10,5
96799,22907,2016-08-31,16
26077,30596,2012-01-04,21
73909,18892,2016-10-18,20
72945,29305,2014-07-15,19
90906,5924,2020-12-03,18
83917,77274,2013-11-14,1
74177,18652,2017-10-02,5
97679,7092,2016-10-09,20
35692,9507,2017-05-20,6
20943,20355,2019-04-21,2
62776,77900,2012-03-21,21
75340,84236,2014-05-05,0
56882,78402,2019-11-23,15
47434,52057,2016-11-17,2
4822,43292,2017-09-19,1
94284,4478,2016-06-26,5
80688,30844,2017-06-29,8
97209,56084,2018-12-11,20
61703,48505,2011-02-08,20
26212,73423,2019-01-03,18
16079,77995,2015-11-13,6
35172,93480,2019-03-11,4
17643,6732,2011-09-22,19
74813,42717,2016-02-23,20
59698,21403,2017-10-24,14
76951,96063,2018-06-17,17
17220,67570,2018-07-29,3
2019,92312,2010-11-21,2
9165,54421,2010-07-08,9
37788,590,2010-10-25,18
25478,3840,2014-07-08,7
95947,79891,2020-02-08,13
77015,1684,2011-05-01,2
26159,68164,2017-07-09,3
96201,39320,2018-08-06,18
26592,74894,2020-06-19,17
17042,57993,2013-08-22,14
49992,97942,2012-05-27,12
24375,37711,2012-03-02,15
56255,44268,2020-08-05,21
52602,71777,2013-08-02,11
13353,2523,2012-12-05,6
90460,7055,2015-06-25,4
69411,40295,2019-05-04,21
56382,37324,2015-08-31,23
79524,28203,2010-09-14,8
13517,14652,2010-08-11,3
61161,23790,2019-03-10,16
87061,51954,2013-02-25,15
6650,19466,2015-07-09,18
4777,40735,2012-08-22,14
47771,11444,2019-08-19,23
54739,28797,2019-07-19,8
83976,91993,2017-09-15,14
83759,11279,2015-04-27,1
46561,81639,2016-05-29,18
82535,6728,2010-07-14,6
32458,95584,2019-07-28,6
50517,31899,2017-11-26,0
8062,13067,2015-01-17,1
9662,34789,2019-10-07,8
92534,33933,2011-11-25,15
11296,37727,2013-08-13,10
69652,75344,2017-10-14,8
21027,9191,2014-12-03,4
14127,69038,2016-01-10,18
49818,11804,2013-05-24,16
4665,13569,2017-12-13,0
25517,25777,2011-04-10,0
7279,83046,2012-03-17,10
82246,17701,2015-05-07,6
5064,52671,2012-06-06,17
67603,91246,2010-01-18,21
8422,87464,2018-04-11,19
73351,42920,2018-04-17,23
9932,65033,2011-09-29,0
29415,69415,2015-06-17,2
44932,78621,2017-11-02,21
41107,31596,2014-10-03,7
12745,82835,2013-01-28,4
22492,72836,2016-02-19,18
2044,11608,2020-09-03,18
45729,30422,2014-11-17,7
43139,19469,2011-06-18,2
89446,27492,2014-06-11,19
44062,69311,2015-11-04,9
14702,95053,2017-09-10,5
27455,59793,2015-08-25,9
93327,1465,2011-01-05,22
7648,50601,2020-08-09,12
28786,74080,2010-04-15,10
88353,93777,2020-12-29,0
33394,39087,2010-05-12,15
91581,19003,2011-05-24,12
48089,22685,2019-06-15,5
66313,9195,2017-06-09,8
15032,17701,2012-02-15,13
4572,92657,2017-01-27,3
587,42992,2015-09-12,13
6928,34936,2019-08-14,16
82868,9507,2016-12-01,18
75813,79205,2019-06-27,10
43638,76068,2012-11-03,20
50318,26112,2014-12-02,13
36141,40585,2019-08-18,23
81716,28436,2017-01-04,16
80048,74781,2017-07-28,23
34942,91125,2010-09-16,3
14230,28562,2012-06-25,18
91556,92522,2013-09-12,6
78301,50747,2019-08-22,0
17399,89550,2018-04-06,17
45485,42607,2012-06-06,6
42969,3185,2014-01-05,18
5665,82015,2019-05-21,15
76148,72204,2012-09-02,18
41702,23970,2014-03-17,17
14609,62055,2011-05-24,1
77803,71664,2014-01-20,12
84452,17922,2018-06-15,3
27265,35899,2014-09-22,17
65925,94301,2013-05-09,11
42160,46306,2013-11-07,11
75837,72016,2019-08-21,3
78922,74614,2018-05-08,2
65097,75713,2014-09-18,10
59771,22841,2019-02-01,17
59797,26899,2011-07-10,0
98223,17053,2014-09-18,8
46237,43710,2012-12-12,17
75147,44678,2012-11-20,20
56007,24572,2020-08-11,14
10387,85056,2015-01-23,7
96073,2688,2015-06-10,9
42181,10943,2018-08-20,23
28234,94105,2013-06-30,20
82411,19457,2014-08-01,19
40007,36426,2019-10-13,14
10448,44330,2010-08-17,2
5315,91841,2017-08-28,0
56951,5348,2016-11-06,16
16246,36938,2020-10-12,10
9243,81701,2017-08-08,13
70929,69994,2014-11-19,18
62316,55,2012-07-02,5
60870,27272,2010-08-02,4
54075,38158,2012-06-10,19
52760,92244,2010-07-19,18
63354,93042,2020-06-03,3
23101,69894,2017-09-18,23
24744,63025,2017-10-02,0
67900,90108,2012-06-19,23
2519,15941,2020-02-19,20
20777,58108,2015-03-01,21
40209,82795,2010-07-30,17
79281,11672,2014-12-19,3
5672,9124,2013-08-22,20
65834,6455,2019-08-12,23
500,4301,2013-10-05,6
39184,89032,2012-05-14,15
42444,75779,2012-05-05,9
59858,68857,2013-03-14,3
32371,57813,2020-08-27,13
319,98540,2015-10-14,0
91869,24483,2012-04-26,4
68943,23055,2020-11-18,10
45353,87498,2015-10-15,9
83978,9230,2012-06-19,18
89092,38373,2010-04-21,15
92590,31516,2015-04-14,10
62841,38896,2011-01-01,22
22960,47380,2014-11-15,19
98181,37878,2018-10-31,9
17077,7781,2013-05-30,23
793,55815,2018-05-23,3
25447,89750,2020-12-12,15
58227,540,2019-07-07,16
71362,11892,2011-08-09,14
68082,78594,2014-11-20,1
95977,72083,2019-11-18,13
11985,26266,2019-01-22,17
39080,75977,2014-05-30,5
66486,68053,2017-11-25,16
10771,18050,2019-06-15,23
28557,68501,2010-01-05,0
13807,66599,2015-09-20,8
2566,69241,2020-09-19,14
2750,86772,2012-01-28,3
8163,12358,2012-11-22,5
70737,11094,2014-03-18,3
14374,35794,2011-07-05,12
70900,50271,2015-02-07,10
30006,45669,2016-01-20,16
90786,97532,2010-05-10,13
86923,39253,2016-01-28,19
78439,38813,2020-11-07,18
61269,79838,2018-09-28,7
15287,14767,2019-04-27,7
23877,78280,2010-12-01,3
69285,65912,2019-07-14,1
80923,57568,2012-03-20,8
90162,77633,2016-09-01,4
34579,18647,2019-04-29,8
15544,77047,2016-09-28,10
77890,72154,2018-08-01,6
44346,73471,2018-12-16,22
78201,76924,2019-08-08,23
35098,23259,2010-11-21,13
48825,45268,2016-12-29,23
72440,11447,2011-05-23,2
88047,57162,2020-12-25,8
76578,25625,2017-12-25,17
77872,50816,2014-08-27,9
88249,64738,2012-09-15,16
735,40130,2014-05-11,6
90268,62722,2018-08-16,7
40064,36772,2012-10-28,4
18552,85655,2013-04-21,3
40414,29080,2013-12-23,23
89034,70241,2018-12-07,13
64670,43163,2014-12-03,6
43920,24944,2017-01-22,14
94615,92243,2015-02-16,17
86877,39246,2010-10-18,0
92137,39465,2011-07-29,5
39361,52474,2011-02-05,14
48875,10379,2010-05-13,17
84100,23254,2010-10-18,4
37512,50902,2019-10-30,1
67228,30870,2019-07-26,18
48906,1438,2018-08-25,10
28426,94421,2013-11-12,10
14783,48406,2014-01-13,0
59628,48380,2018-04-08,21
72611,62456,2014-05-24,18
11319,58199,2018-02-06,22
99074,41422,2016-07-28,2
66225,29679,2014-12-22,15
9607,24070,2010-02-23,12
68059,92780,2013-05-15,5
48992,2464,2017-10-29,19
72176,34970,2016-07-25,16
43246,86384,2014-03-14,9
87981,61104,2019-08-02,17
55924,54125,2017-02-09,2
1337,70071,2019-06-19,9
36232,12571,2017-06-20,18
70354,83009,2012-04-28,7
11220,11429,2019-02-07,11
3699,45183,2015-08-12,20
44340,38064,2012-06-01,3
2781,42339,2018-01-03,23
52401,61590,2019-09-14,12
4073,91624,2020-06-03,20
50088,11082,2013-05-09,7
29494,49299,2012-01-18,3
40511,9691,2018-01-28,20
65981,31006,2016-02-02,18
46809,78907,2012-11-02,14
48041,13277,2013-03-30,4
69388,58462,2011-11-11,21
40077,25912,2014-01-04,18
95949,82590,2020-08-14,10
15624,65079,2015-02-26,1
70360,84255,2015-03-15,1
67868,27836,2015-02-28,12
12648,58227,2016-06-29,18
33122,49710,2011-05-14,16
97650,84992,2019-03-29,4
12462,91591,2017-07-18,21
29498,38497,2016-09-10,21
29254,11426,2012-01-21,6
48540,67346,2015-03-05,10
9727,37652,2015-01-13,0
75378,43047,2010-04-20,19
4444,64424,2013-05-18,14
90326,25409,2013-12-27,0
75792,98665,2013-12-17,8
5979,98500,2015-11-29,19
22705,42523,2017-10-28,5
9191,87989,2011-10-06,17
71818,60530,2018-11-23,9
23606,18554,2013-06-10,10
57168,55914,2015-10-23,9
82156,36627,2012-07-21,0
33890,66892,2016-01-20,10
88342,27527,2014-04-17,22
96338,83374,2010-08-29,20
24605,52659,2013-03-23,5
28010,73527,2017-09-24,14
78156,15687,2010-10-03,9
66737,46011,2015-02-04,19
4544,92417,2011-12-27,1
30273,67211,2016-09-28,20
68669,89650,2018-07-03,16
66249,28154,2017-07-06,7
56086,24666,2013-11-13,18
85104,64831,2017-06-04,4
95955,79148,2013-02-11,0
25921,83859,2019-04-03,23
50436,52327,2013-12-24,3
29212,71132,2012-03-23,23
81764,23460,2016-08-29,23
94280,63207,2014-10-13,23
32065,27523,2010-11-24,19
86661,8585,2019-07-19,9
80907,2302,2014-05-12,12
95181,74497,2014-09-17,20
77738,16035,2011-11-22,12
27721,5326,2012-07-21,20
22825,60872,2014-04-26,10
82616,79890,2012-06-08,11
75051,40973,2012-12-30,13
38552,55010,2020-08-03,10
86479,6707,2018-12-21,6
37579,62556,2017-02-26,11
50008,83546,2015-03-23,10
20331,58335,2016-11-14,17
3950,90704,2014-09-29,8
96650,92165,2020-12-25,10
50462,70422,2020-11-14,4
65476,17294,2011-05-16,1
40251,79435,2019-12-05,22
3797,73667,2011-06-18,18
92028,56518,2013-06-29,12
94363,36325,2010-10-29,8
80909,9463,2017-06-02,11
30482,94197,2016-04-02,2
79354,90494,2011-09-15,14
84368,41587,2017-06-02,10
83579,61366,2019-03-10,5
15511,51914,2013-05-30,6
43151,53414,2019-11-07,19
92769,25946,2020-02-18,4
55634,97769,2020-08-25,21
13314,52978,2012-03-21,14
628,17227,2018-05-02,9
35270,23237,2019-10-04,22
71274,5741,2018-04-29,18
13289,31670,2017-11-25,20
5552,54369,2016-08-05,2
2000,13478,2011-12-12,13
19262,46237,2012-02-21,22
22118,54672,2013-09-10,23
23725,73246,2012-01-29,18
37679,55370,2011-02-20,19
24810,72727,2017-01-18,8
22684,53593,2018-02-11,15
71505,23991,2014-11-05,9
67247,87056,2018-10-23,23
24022,98103,2018-03-02,22
26249,98796,2015-12-16,5
6180,57232,2020-05-13,15
18123,39288,2017-11-02,19
18394,89797,2016-01-21,2
88432,34505,2017-08-01,19
38869,83787,2011-05-10,18
43773,32294,2013-02-21,11
7757,40350,2020-10-09,10
5822,8568,2018-05-26,4
47636,30561,2019-07-10,1
83603,12479,2015-10-28,7
30982,67471,2013-08-08,6
71334,40851,2013-06-08,21
39063,77331,2010-05-02,22
25576,32750,2020-11-05,5
72393,99630,2010-10-08,17
43548,1050,2019-06-25,1
13528,46092,2013-08-27,22
31505,97992,2014-03-07,0
58553,292,2014-03-06,8
59182,2012,2017-12-18,6
13021,24989,2013-10-18,15
97798,53053,2014-07-16,14
46619,33103,2013-10-12,3
2096,66782,2018-11-23,22
42745,68073,2015-09-11,8
70586,56813,2015-08-27,10
93672,95030,2017-08-28,10
37889,81945,2017-12-26,23
85044,37288,2013-11-17,16
47723,85994,2019-02-06,23
45911,44780,2014-07-19,5
63321,41111,2016-03-26,4
49842,59251,2013-04-02,4
15330,87435,2010-04-24,0
15056,26359,2020-02-12,20
69956,96114,2014-03-15,5
78864,20942,2011-02-12,22
58052,24108,2018-06-20,16
76567,89967,2015-10-12,1
48705,77842,2010-07-14,8
19453,38572,2017-07-27,3
88663,43059,2010-08-11,19
46185,94020,2020-08-13,15
1817,73267,2014-04-10,12
29677,23,2014-01-27,10
24211,96811,2019-11-06,20
82143,36741,2012-06-24,3
8375,6387,2017-10-02,1
39633,9955,2014-10-06,19
8353,94511,2016-11-18,18
70447,37368,2010-09-10,7
72637,73605,2011-09-09,9
87659,43219,2013-07-12,9
59422,9989,2014-11-06,14
73420,66952,2011-05-11,23
29979,15026,2019-07-17,15
3051,33238,2018-02-12,3
62369,88032,2015-05-14,13
60419,87792,2017-11-27,13
11652,30891,2011-10-17,17
49232,31053,2015-03-08,5
36695,14826,2012-12-06,16
19994,47889,2019-11-03,13
67904,89053,2014-05-10,4
6026,71812,2014-09-04,10
58266,37929,2016-02-03,5
57520,37059,2013-12-22,20
56888,65670,2014-09-20,5
40405,11780,2020-12-06,13
39266,40961,2015-05-27,17
79637,76399,2020-05-17,1
49443,5678,2018-07-26,8
81407,32888,2020-09-07,10
74759,45718,2010-02-09,9
18198,40082,2019-02-18,9
58576,71107,2010-09-29,5
25044,53271,2016-06-10,6
40626,87808,2018-12-31,4
84966,40519,2010-07-04,2
4426,9075,2012-03-26,6
46441,49578,2014-06-07,23
31706,65616,2018-02-16,6
51811,99506,2010-01-29,14
75030,71842,2017-04-12,22
92557,41147,2011-02-21,1
29116,36091,2016-02-18,22
87412,680,2016-04-08,22
78433,14111,2011-12-07,16
60687,33544,2017-11-29,7
16669,17871,2015-09-17,4
67676,50375,2016-01-11,16
89107,62255,2016-12-06,11
76441,56695,2011-08-15,18
10301,81021,2017-06-21,7
36607,11132,2011-04-17,11
45345,6063,2019-09-27,7
45430,51995,2012-09-01,7
73209,15358,2019-05-15,21
81952,2805,2017-01-13,16
9233,42635,2017-07-18,1
52004,85022,2019-05-03,7
88613,52178,2020-03-11,8
63532,54721,2011-07-23,15
75384,40640,2018-08-17,18
33256,53413,2010-01-19,20
22788,44410,2018-12-16,8
58814,90863,2017-09-24,18
80478,66,2020-08-12,12
16585,60056,2016-06-09,3
39123,91804,2018-01-18,10
70979,73884,2018-05-17,8
97321,31040,2012-09-14,22
26967,14900,2015-09-04,9
79071,2205,2018-11-08,19
60647,30241,2015-12-15,23
33325,13920,2014-04-07,23
69268,13713,2013-09-16,11
8803,43850,2010-08-04,18
6831,92966,2011-12-10,14
1853,39725,2020-12-15,7
88477,97593,2017-05-20,8
17242,89391,2015-09-01,17
1684,2353,2017-09-30,19
9209,48139,2011-09-07,1
16928,55099,2010-11-27,18
80612,38570,2010-12-09,0
57621,4873,2018-11-02,18
68991,87175,2013-08-28,13
36502,92232,2011-12-30,2
31322,81370,2012-12-03,19
22179,21475,2010-12-09,1
43939,26575,2015-12-15,22
49538,46890,2020-04-16,4
47715,82875,2012-05-24,7
78696,78833,2016-11-02,4
8,8799,2019-10-24,20
88797,99515,2010-09-04,1
